Game Name,Genre,Platform,Mode,Style,Difficulty,Rating,Release Year,Developer,Graphics Type,Game Length,Multiplayer Type,Popularity Score
Dark Odyssey 452,Sports,PlayStation,Single Player,Battle Royale,Easy,8.3,2024,EA Sports,Cartoon,Long,Solo,90
Dark Odyssey 453,Adventure,PC,Single Player,Open World,Easy,7.9,2019,Activision,Realistic,Long,Competitive,71
Shadow Strike 454,Sports,Xbox,Single Player,Battle Royale,Hard,9.5,2017,Ubisoft,Realistic,Long,Online Co-op,87
Shadow Strike 455,Strategy,Xbox,Single Player,Story Based,Easy,6.9,2022,CD Projekt,Anime,Long,LAN,84
Battle Arena 456,Racing,Xbox,Multiplayer,Story Based,Hard,8.1,2021,EA Sports,Anime,Long,Solo,70
Survival Zone 457,Survival,PlayStation,Single Player,Story Based,Hard,6.5,2016,Ubisoft,Realistic,Short,Competitive,74
Dragon Realm 458,Racing,Xbox,Multiplayer,Sandbox,Easy,8.0,2024,Capcom,Pixel,Short,Casual,71
Shadow Strike 459,Racing,Mobile,Single Player,Open World,Easy,6.7,2024,CD Projekt,3D,Medium,LAN,89
Dragon Realm 460,Horror,Xbox,Single Player,Sandbox,Easy,6.9,2017,Epic Games,3D,Short,Competitive,72
Shadow Strike 461,Horror,PC,Multiplayer,Sandbox,Medium,6.9,2018,Valve,Realistic,Short,Casual,88
Cyber Quest 462,Survival,PC,Single Player,Story Based,Hard,8.6,2020,Rockstar,Realistic,Short,Online Co-op,87
Shadow Strike 463,Simulation,Xbox,Multiplayer,Open World,Easy,9.0,2020,Nintendo,Realistic,Long,Casual,98
Survival Zone 464,Horror,Nintendo,Multiplayer,Story Based,Medium,8.4,2016,EA Sports,Pixel,Medium,Competitive,91
Pixel Warriors 465,Horror,PC,Multiplayer,Tactical,Easy,9.7,2023,Rockstar,Anime,Medium,Competitive,87
Dragon Realm 466,Action,PC,Single Player,Tactical,Easy,7.7,2023,Activision,Realistic,Medium,Online Co-op,83
Road Fury 467,Action,Mobile,Multiplayer,Tactical,Easy,7.4,2019,Ubisoft,Realistic,Medium,Casual,99
Mystic World 468,Sports,PlayStation,Single Player,Battle Royale,Hard,9.4,2022,Ubisoft,Cartoon,Short,Casual,93
Survival Zone 469,Adventure,PlayStation,Multiplayer,Tactical,Medium,7.2,2025,EA Sports,Pixel,Short,Online Co-op,77
Survival Zone 470,RPG,Mobile,Single Player,Battle Royale,Medium,9.7,2018,Bethesda,Realistic,Long,Casual,98
Mystic World 471,Action,Xbox,Multiplayer,Sandbox,Hard,6.5,2021,Bethesda,Cartoon,Medium,Online Co-op,99
Hero Clash 472,Adventure,Mobile,Multiplayer,Sandbox,Easy,9.7,2025,Epic Games,3D,Short,LAN,81
Night Hunter 473,Action,Nintendo,Single Player,Sandbox,Easy,6.6,2025,Valve,Realistic,Short,Competitive,90
Survival Zone 474,RPG,Mobile,Multiplayer,Tactical,Medium,9.4,2024,CD Projekt,Realistic,Long,LAN,79
Shadow Strike 475,Action,Nintendo,Multiplayer,Open World,Hard,8.2,2016,Activision,Cartoon,Long,Solo,92
Space Raiders 476,Horror,Nintendo,Multiplayer,Open World,Hard,9.8,2020,Rockstar,Pixel,Long,Solo,89
Mystic World 477,Adventure,Nintendo,Multiplayer,Open World,Easy,6.7,2019,Bethesda,Realistic,Short,Solo,86
Zombie Escape 478,Shooter,Xbox,Single Player,Battle Royale,Hard,8.3,2023,Epic Games,3D,Short,Online Co-op,80
Road Fury 479,Sports,PC,Multiplayer,Simulation,Medium,9.7,2016,Epic Games,Realistic,Long,Casual,71
Zombie Escape 480,Simulation,Xbox,Multiplayer,Sandbox,Hard,8.2,2024,EA Sports,3D,Medium,LAN,95
Night Hunter 481,RPG,PlayStation,Single Player,Story Based,Easy,8.6,2021,Activision,Anime,Long,LAN,95
Fantasy Kings 482,Survival,PC,Multiplayer,Battle Royale,Medium,8.8,2019,Capcom,Anime,Long,LAN,73
Night Hunter 483,Simulation,Mobile,Single Player,Simulation,Medium,8.0,2024,CD Projekt,3D,Long,LAN,70
Pixel Warriors 484,Sports,Nintendo,Multiplayer,Tactical,Easy,8.6,2020,Valve,Pixel,Long,Solo,84
Cyber Quest 485,Strategy,PC,Multiplayer,Battle Royale,Medium,8.4,2020,Nintendo,Realistic,Short,LAN,82
Road Fury 486,Simulation,PC,Single Player,Battle Royale,Hard,9.5,2020,EA Sports,Realistic,Medium,Casual,77
Dark Odyssey 487,Shooter,PlayStation,Single Player,Sandbox,Hard,6.6,2016,CD Projekt,Anime,Long,Solo,94
Mystic World 488,Racing,Mobile,Multiplayer,Battle Royale,Easy,7.4,2016,Nintendo,3D,Medium,LAN,73
Dark Odyssey 489,Action,Nintendo,Multiplayer,Open World,Medium,9.6,2023,Nintendo,Realistic,Medium,Online Co-op,79
Fantasy Kings 490,Horror,Xbox,Single Player,Simulation,Hard,9.4,2023,Activision,Realistic,Medium,Competitive,88
Fantasy Kings 491,Horror,PlayStation,Single Player,Story Based,Easy,8.0,2021,Activision,Pixel,Long,Competitive,87
Dark Odyssey 492,Adventure,Mobile,Single Player,Story Based,Medium,8.5,2019,Rockstar,Cartoon,Short,Competitive,74
Night Hunter 493,Sports,PC,Multiplayer,Simulation,Medium,7.4,2017,Epic Games,Anime,Long,Solo,99
Hero Clash 494,Strategy,Mobile,Multiplayer,Battle Royale,Medium,7.1,2017,CD Projekt,Anime,Medium,LAN,88
Battle Arena 495,Sports,Nintendo,Single Player,Simulation,Medium,8.0,2024,EA Sports,Cartoon,Medium,Solo,95
Shadow Strike 496,Shooter,Xbox,Multiplayer,Story Based,Hard,7.7,2020,Ubisoft,Realistic,Short,Casual,92
Zombie Escape 497,Horror,Nintendo,Multiplayer,Battle Royale,Medium,8.4,2019,EA Sports,Pixel,Long,Online Co-op,96
Speed Legends 498,Shooter,PC,Single Player,Sandbox,Easy,6.8,2025,Rockstar,Pixel,Medium,Online Co-op,91
Road Fury 499,Adventure,Mobile,Single Player,Open World,Medium,9.7,2016,Valve,Anime,Short,Competitive,85
Dragon Realm 500,Adventure,Mobile,Single Player,Open World,Easy,9.8,2022,Epic Games,Pixel,Medium,Competitive,70
Dark Odyssey 501,Survival,Nintendo,Single Player,Tactical,Medium,8.8,2018,Ubisoft,Cartoon,Short,Competitive,81
Battle Arena 502,Adventure,Nintendo,Multiplayer,Tactical,Hard,8.3,2021,Bethesda,Realistic,Short,LAN,93
Fantasy Kings 503,Action,PC,Multiplayer,Open World,Medium,7.5,2020,Valve,Cartoon,Long,Casual,71
Fantasy Kings 504,Shooter,PC,Multiplayer,Open World,Easy,9.2,2020,Activision,3D,Medium,Casual,90
Night Hunter 505,Adventure,PC,Single Player,Sandbox,Hard,8.8,2020,Nintendo,Anime,Long,Casual,94
Battle Arena 506,Action,PlayStation,Multiplayer,Sandbox,Easy,7.0,2016,Bethesda,Pixel,Medium,Casual,77
Space Raiders 507,Racing,PC,Multiplayer,Battle Royale,Easy,9.5,2016,EA Sports,3D,Long,Competitive,87
Mystic World 508,Sports,PlayStation,Single Player,Story Based,Hard,9.2,2018,EA Sports,Pixel,Medium,Online Co-op,94
Zombie Escape 509,Action,PlayStation,Single Player,Battle Royale,Medium,9.6,2025,Activision,Realistic,Long,Competitive,85
Dragon Realm 510,Shooter,Mobile,Multiplayer,Battle Royale,Medium,8.9,2019,Rockstar,Realistic,Short,Casual,74
Mystic World 511,RPG,Nintendo,Multiplayer,Battle Royale,Medium,8.5,2020,CD Projekt,Realistic,Medium,Competitive,95
Fantasy Kings 512,Sports,Mobile,Single Player,Story Based,Medium,7.9,2017,Bethesda,Pixel,Medium,Casual,99
Cyber Quest 513,Strategy,PC,Single Player,Simulation,Easy,9.6,2023,Bethesda,3D,Short,Solo,91
Mystic World 514,Simulation,PlayStation,Multiplayer,Sandbox,Hard,9.4,2017,Capcom,Realistic,Long,Online Co-op,82
Speed Legends 515,Sports,Nintendo,Single Player,Battle Royale,Easy,6.6,2024,Valve,3D,Medium,Solo,88
Shadow Strike 516,Shooter,PlayStation,Multiplayer,Battle Royale,Easy,6.6,2017,Epic Games,Pixel,Medium,LAN,98
Space Raiders 517,Survival,PC,Single Player,Simulation,Medium,7.7,2024,Valve,3D,Long,Competitive,72
Cyber Quest 518,RPG,Xbox,Multiplayer,Tactical,Easy,9.2,2022,CD Projekt,Pixel,Short,LAN,95
Pixel Warriors 519,RPG,Xbox,Multiplayer,Open World,Easy,9.8,2023,EA Sports,Pixel,Long,Competitive,77
Battle Arena 520,Simulation,PC,Multiplayer,Story Based,Easy,7.0,2017,EA Sports,Anime,Long,Solo,96
Speed Legends 521,Sports,PC,Multiplayer,Story Based,Easy,8.5,2022,EA Sports,Pixel,Long,Casual,95
Road Fury 522,RPG,PC,Single Player,Story Based,Hard,7.8,2021,Capcom,Pixel,Medium,Casual,95
Hero Clash 523,Strategy,Xbox,Multiplayer,Story Based,Easy,9.7,2019,EA Sports,Cartoon,Short,Competitive,81
Survival Zone 524,Adventure,Mobile,Single Player,Tactical,Medium,9.3,2022,CD Projekt,Realistic,Short,Casual,71
Survival Zone 525,Sports,Mobile,Multiplayer,Sandbox,Medium,9.3,2019,Activision,Anime,Long,Solo,80
Zombie Escape 526,Sports,PlayStation,Multiplayer,Battle Royale,Easy,8.0,2017,Epic Games,Anime,Medium,Casual,81
Battle Arena 527,Racing,Nintendo,Single Player,Battle Royale,Hard,7.9,2025,CD Projekt,Anime,Long,Solo,97
Night Hunter 528,Sports,PlayStation,Single Player,Open World,Hard,7.4,2022,Epic Games,Cartoon,Medium,LAN,87
Dragon Realm 529,Strategy,Nintendo,Multiplayer,Open World,Medium,6.7,2023,CD Projekt,Pixel,Medium,Solo,82
Fantasy Kings 530,Shooter,Nintendo,Single Player,Battle Royale,Hard,9.4,2017,EA Sports,Realistic,Medium,Online Co-op,74
Night Hunter 531,RPG,PlayStation,Multiplayer,Simulation,Hard,9.2,2020,Activision,3D,Medium,Online Co-op,91
Dragon Realm 532,Survival,Mobile,Single Player,Open World,Easy,9.8,2016,Bethesda,Pixel,Short,Online Co-op,81
Night Hunter 533,Action,Nintendo,Single Player,Tactical,Hard,9.8,2022,Valve,Cartoon,Medium,Competitive,71
Space Raiders 534,Strategy,Mobile,Single Player,Battle Royale,Medium,8.3,2023,Nintendo,Pixel,Medium,Competitive,74
Epic Champions 535,Survival,Xbox,Multiplayer,Battle Royale,Medium,9.0,2021,Activision,Pixel,Long,Competitive,76
Mystic World 536,Survival,PC,Single Player,Sandbox,Hard,9.6,2020,Bethesda,Cartoon,Long,Solo,95
Epic Champions 537,Horror,Nintendo,Single Player,Battle Royale,Easy,9.3,2021,Rockstar,Anime,Short,Competitive,95
Survival Zone 538,Sports,PC,Single Player,Simulation,Medium,7.3,2017,CD Projekt,Anime,Long,LAN,93
Speed Legends 539,Shooter,Xbox,Single Player,Simulation,Easy,8.0,2016,Rockstar,Realistic,Medium,Online Co-op,81
Speed Legends 540,Shooter,PC,Multiplayer,Tactical,Easy,6.9,2022,Bethesda,Realistic,Long,Solo,85
Epic Champions 541,Horror,Xbox,Multiplayer,Story Based,Hard,9.6,2022,Activision,Anime,Short,Online Co-op,92
Epic Champions 542,Action,Nintendo,Single Player,Tactical,Easy,8.5,2025,CD Projekt,3D,Long,Competitive,77
Hero Clash 543,Sports,PlayStation,Multiplayer,Tactical,Medium,7.3,2025,Nintendo,Pixel,Long,Solo,99
Night Hunter 544,Horror,PlayStation,Single Player,Battle Royale,Medium,8.7,2017,EA Sports,3D,Short,Casual,97
Battle Arena 545,RPG,Xbox,Multiplayer,Simulation,Easy,8.5,2017,CD Projekt,Pixel,Short,LAN,78
Shadow Strike 546,RPG,Mobile,Single Player,Story Based,Medium,7.7,2016,CD Projekt,Anime,Medium,Competitive,84
Road Fury 547,Action,PC,Single Player,Battle Royale,Hard,6.9,2025,Activision,Realistic,Long,Competitive,74
Speed Legends 548,Action,PlayStation,Single Player,Open World,Easy,8.7,2023,Activision,Realistic,Medium,LAN,82
Battle Arena 549,RPG,PlayStation,Multiplayer,Simulation,Easy,8.2,2023,Bethesda,3D,Long,LAN,74
Night Hunter 550,Simulation,PlayStation,Single Player,Open World,Medium,9.0,2016,Ubisoft,Realistic,Long,Casual,80
Space Raiders 551,Shooter,PC,Single Player,Open World,Hard,8.2,2023,CD Projekt,Anime,Medium,Competitive,79
Hero Clash 552,Shooter,PC,Multiplayer,Open World,Hard,9.3,2024,Valve,3D,Long,Competitive,89
Space Raiders 553,Simulation,PC,Multiplayer,Tactical,Easy,8.3,2019,CD Projekt,Pixel,Long,Online Co-op,82
Fantasy Kings 554,Simulation,PC,Single Player,Open World,Easy,8.4,2016,Bethesda,Realistic,Long,Solo,78
Dark Odyssey 555,Shooter,Mobile,Single Player,Sandbox,Hard,9.4,2016,Epic Games,Cartoon,Short,Solo,90
Survival Zone 556,Action,PC,Multiplayer,Open World,Easy,7.8,2018,Rockstar,Realistic,Medium,Online Co-op,83
Zombie Escape 557,Adventure,Mobile,Single Player,Tactical,Hard,6.9,2020,EA Sports,Pixel,Short,Solo,87
Fantasy Kings 558,Simulation,Nintendo,Single Player,Story Based,Medium,6.6,2020,Ubisoft,3D,Medium,LAN,84
Cyber Quest 559,Survival,PC,Single Player,Sandbox,Medium,9.0,2024,Nintendo,Pixel,Medium,Solo,79
Space Raiders 560,RPG,PlayStation,Single Player,Tactical,Easy,8.5,2025,Nintendo,Cartoon,Long,Solo,93
Hero Clash 561,Strategy,Mobile,Multiplayer,Simulation,Hard,8.8,2017,Nintendo,Anime,Medium,Online Co-op,76
Dragon Realm 562,Strategy,PlayStation,Single Player,Story Based,Easy,7.2,2017,Activision,Realistic,Short,Casual,77
Survival Zone 563,Sports,Mobile,Single Player,Simulation,Easy,7.0,2021,Nintendo,3D,Short,Solo,97
Zombie Escape 564,Survival,PlayStation,Multiplayer,Battle Royale,Easy,6.5,2024,EA Sports,Anime,Short,Solo,72
Shadow Strike 565,Shooter,PC,Multiplayer,Simulation,Easy,7.7,2016,Rockstar,Pixel,Medium,Casual,84
Hero Clash 566,Action,PC,Multiplayer,Tactical,Hard,8.4,2024,Nintendo,3D,Short,Online Co-op,85
Shadow Strike 567,Action,Nintendo,Multiplayer,Open World,Medium,7.8,2024,CD Projekt,Anime,Medium,Casual,73
Hero Clash 568,Adventure,Nintendo,Multiplayer,Tactical,Hard,7.9,2024,CD Projekt,3D,Short,Online Co-op,90
Hero Clash 569,Survival,PC,Multiplayer,Sandbox,Medium,9.5,2020,Activision,Cartoon,Short,LAN,75
Pixel Warriors 570,RPG,Nintendo,Multiplayer,Open World,Medium,7.6,2024,EA Sports,Cartoon,Medium,Online Co-op,70
Night Hunter 571,Action,Nintendo,Multiplayer,Sandbox,Hard,8.2,2019,Rockstar,Realistic,Short,LAN,73
Night Hunter 572,Shooter,Mobile,Multiplayer,Sandbox,Hard,9.1,2017,Ubisoft,Realistic,Long,LAN,80
Cyber Quest 573,Racing,PlayStation,Multiplayer,Sandbox,Easy,7.8,2021,Bethesda,Cartoon,Medium,Online Co-op,81
Mystic World 574,Strategy,Xbox,Single Player,Open World,Medium,8.6,2019,Rockstar,3D,Medium,Competitive,95
Road Fury 575,Strategy,PlayStation,Single Player,Tactical,Medium,9.3,2021,Bethesda,Cartoon,Medium,Online Co-op,98
Battle Arena 576,Action,Nintendo,Single Player,Open World,Easy,9.6,2018,Epic Games,Realistic,Long,Solo,74
Mystic World 577,Horror,PlayStation,Single Player,Battle Royale,Hard,7.0,2021,Bethesda,Cartoon,Medium,Solo,92
Mystic World 578,RPG,Mobile,Single Player,Battle Royale,Easy,9.6,2017,Valve,Cartoon,Short,Competitive,98
Dragon Realm 579,RPG,PlayStation,Multiplayer,Battle Royale,Hard,8.1,2017,CD Projekt,3D,Short,LAN,90
Epic Champions 580,Action,Mobile,Multiplayer,Open World,Easy,7.4,2024,EA Sports,Anime,Short,Competitive,85
Battle Arena 581,Action,PlayStation,Single Player,Open World,Easy,8.0,2022,Capcom,Realistic,Medium,Solo,82
Epic Champions 582,Simulation,Nintendo,Multiplayer,Story Based,Medium,9.7,2018,Activision,3D,Short,Competitive,82
Fantasy Kings 583,Sports,Xbox,Single Player,Story Based,Medium,8.1,2016,Valve,Cartoon,Medium,Online Co-op,86
Speed Legends 584,Simulation,PC,Multiplayer,Open World,Hard,7.6,2023,Bethesda,Cartoon,Short,Competitive,96
Speed Legends 585,Simulation,PlayStation,Single Player,Story Based,Medium,8.6,2021,Nintendo,Anime,Long,LAN,76
Epic Champions 586,Action,Xbox,Multiplayer,Story Based,Medium,7.3,2022,EA Sports,Realistic,Long,Online Co-op,77
Survival Zone 587,Sports,PlayStation,Single Player,Simulation,Medium,6.8,2024,Valve,Realistic,Long,Casual,82
Fantasy Kings 588,Action,PlayStation,Single Player,Tactical,Medium,6.9,2020,Activision,Pixel,Long,Solo,92
Dragon Realm 589,Horror,PlayStation,Multiplayer,Simulation,Hard,6.9,2016,CD Projekt,Realistic,Medium,Solo,96
Dragon Realm 590,Horror,Xbox,Single Player,Story Based,Hard,7.0,2025,EA Sports,Anime,Short,Competitive,85
Shadow Strike 591,Strategy,PC,Single Player,Simulation,Easy,7.0,2022,Activision,Pixel,Long,Online Co-op,99
Road Fury 592,Strategy,Mobile,Single Player,Tactical,Medium,8.6,2020,Epic Games,Pixel,Medium,Casual,98
Cyber Quest 593,Action,Mobile,Single Player,Battle Royale,Easy,7.1,2018,Epic Games,Cartoon,Long,Online Co-op,73
Dark Odyssey 594,Shooter,Xbox,Multiplayer,Open World,Medium,7.6,2024,Activision,Cartoon,Long,Solo,77
Dragon Realm 595,Strategy,Mobile,Single Player,Sandbox,Easy,9.5,2016,Valve,Realistic,Medium,Online Co-op,85
Hero Clash 596,Racing,PlayStation,Single Player,Sandbox,Medium,8.1,2016,EA Sports,Pixel,Medium,Casual,90
Battle Arena 597,Racing,Xbox,Single Player,Battle Royale,Medium,8.7,2016,Valve,Cartoon,Short,Competitive,79
Pixel Warriors 598,Sports,Nintendo,Single Player,Tactical,Easy,7.1,2018,Ubisoft,Anime,Short,LAN,94
Fantasy Kings 599,Simulation,Nintendo,Single Player,Battle Royale,Medium,7.1,2021,Bethesda,Cartoon,Long,Online Co-op,81
Space Raiders 600,Strategy,Mobile,Multiplayer,Open World,Medium,6.6,2025,Ubisoft,Cartoon,Long,LAN,81
Epic Champions 601,Strategy,Mobile,Multiplayer,Open World,Medium,7.1,2018,Epic Games,Pixel,Short,Solo,95
Dark Odyssey 602,Action,Nintendo,Single Player,Simulation,Easy,7.4,2023,CD Projekt,Pixel,Short,Competitive,74
Epic Champions 603,RPG,PlayStation,Multiplayer,Open World,Easy,7.1,2025,Rockstar,3D,Medium,Competitive,85
Road Fury 604,Horror,PC,Single Player,Tactical,Hard,6.8,2017,Bethesda,Anime,Short,Online Co-op,70
Hero Clash 605,Horror,PlayStation,Multiplayer,Simulation,Medium,6.9,2024,Epic Games,Pixel,Short,Competitive,97
Shadow Strike 606,Simulation,PlayStation,Multiplayer,Battle Royale,Hard,8.0,2018,Valve,Realistic,Long,Online Co-op,78
Shadow Strike 607,Adventure,Xbox,Multiplayer,Tactical,Medium,7.2,2020,Valve,Anime,Short,Online Co-op,81
Night Hunter 608,Sports,PlayStation,Single Player,Open World,Medium,7.7,2025,Valve,Anime,Long,LAN,74
Shadow Strike 609,Strategy,Nintendo,Multiplayer,Open World,Easy,8.2,2023,CD Projekt,Pixel,Short,Competitive,91
Epic Champions 610,Adventure,Xbox,Multiplayer,Battle Royale,Medium,8.8,2017,Ubisoft,Anime,Medium,Online Co-op,89
Cyber Quest 611,Action,Nintendo,Multiplayer,Story Based,Medium,6.6,2021,Rockstar,Pixel,Short,LAN,91
Cyber Quest 612,Horror,Xbox,Multiplayer,Sandbox,Easy,9.1,2020,Valve,Cartoon,Short,Casual,97
Speed Legends 613,Strategy,PlayStation,Single Player,Story Based,Hard,8.6,2025,Capcom,3D,Short,LAN,93
Battle Arena 614,Simulation,PlayStation,Multiplayer,Tactical,Easy,6.8,2024,Bethesda,Cartoon,Long,LAN,72
Speed Legends 615,RPG,Xbox,Multiplayer,Story Based,Hard,9.4,2020,EA Sports,Pixel,Medium,Online Co-op,74
Hero Clash 616,Strategy,Mobile,Multiplayer,Sandbox,Medium,9.5,2017,Capcom,Pixel,Short,Solo,71
Night Hunter 617,RPG,Nintendo,Single Player,Battle Royale,Hard,6.7,2020,Rockstar,Cartoon,Long,Solo,83
Pixel Warriors 618,Survival,Nintendo,Single Player,Battle Royale,Medium,7.4,2019,CD Projekt,Realistic,Medium,Solo,71
Hero Clash 619,Survival,PC,Multiplayer,Battle Royale,Hard,9.2,2022,Rockstar,Realistic,Long,LAN,82
Pixel Warriors 620,Adventure,PC,Multiplayer,Tactical,Hard,9.0,2021,EA Sports,Realistic,Long,Online Co-op,76
Fantasy Kings 621,Horror,PlayStation,Single Player,Story Based,Medium,7.1,2017,Bethesda,Pixel,Medium,Competitive,79
Dragon Realm 622,Action,Xbox,Single Player,Simulation,Hard,7.2,2020,EA Sports,Anime,Short,LAN,82
Dark Odyssey 623,Racing,Nintendo,Multiplayer,Battle Royale,Hard,7.7,2022,Activision,Pixel,Long,LAN,85
Shadow Strike 624,Horror,Mobile,Single Player,Open World,Hard,8.1,2022,Bethesda,Anime,Long,Online Co-op,95
Hero Clash 625,Adventure,Nintendo,Multiplayer,Open World,Easy,8.5,2020,Rockstar,Cartoon,Short,Casual,83
Cyber Quest 626,Action,PlayStation,Single Player,Battle Royale,Easy,7.7,2024,Valve,3D,Short,LAN,80
Cyber Quest 627,Sports,PlayStation,Multiplayer,Story Based,Medium,8.0,2019,Rockstar,Anime,Medium,Casual,79
Mystic World 628,Horror,PC,Multiplayer,Battle Royale,Hard,9.0,2018,Rockstar,Realistic,Medium,Casual,75
Epic Champions 629,RPG,PC,Single Player,Tactical,Easy,6.6,2019,Bethesda,Pixel,Medium,Solo,73
Space Raiders 630,Horror,Xbox,Multiplayer,Sandbox,Easy,7.3,2020,Activision,Cartoon,Short,Online Co-op,90
Survival Zone 631,Sports,PlayStation,Multiplayer,Simulation,Medium,8.9,2021,Rockstar,Realistic,Long,Casual,70
Speed Legends 632,Adventure,PC,Single Player,Tactical,Hard,9.5,2018,Capcom,Cartoon,Long,Online Co-op,76
Shadow Strike 633,Racing,Xbox,Multiplayer,Open World,Hard,8.2,2017,Epic Games,3D,Medium,Solo,93
Dragon Realm 634,Strategy,Nintendo,Multiplayer,Simulation,Medium,8.3,2019,Nintendo,Pixel,Short,Online Co-op,78
Fantasy Kings 635,Sports,PlayStation,Single Player,Simulation,Medium,6.9,2020,Nintendo,Pixel,Long,LAN,77
Dragon Realm 636,Strategy,Xbox,Single Player,Sandbox,Medium,8.0,2019,Rockstar,3D,Medium,Casual,74
Pixel Warriors 637,Adventure,PlayStation,Single Player,Tactical,Medium,8.3,2018,Capcom,Pixel,Long,Online Co-op,88
Speed Legends 638,Adventure,Nintendo,Single Player,Battle Royale,Medium,7.3,2023,Valve,Anime,Long,Competitive,79
Hero Clash 639,Sports,PC,Single Player,Battle Royale,Hard,7.4,2025,CD Projekt,Cartoon,Short,Online Co-op,80
Fantasy Kings 640,Racing,PlayStation,Multiplayer,Simulation,Easy,7.7,2019,CD Projekt,Realistic,Short,Casual,94
Cyber Quest 641,Survival,PC,Multiplayer,Tactical,Medium,6.6,2017,Bethesda,3D,Long,Solo,84
Fantasy Kings 642,Simulation,Nintendo,Multiplayer,Simulation,Easy,7.6,2017,Nintendo,Anime,Medium,Solo,75
Dark Odyssey 643,Horror,Nintendo,Single Player,Open World,Easy,7.2,2016,Rockstar,Realistic,Short,Casual,84
Zombie Escape 644,Racing,Xbox,Multiplayer,Story Based,Medium,7.6,2019,CD Projekt,Realistic,Long,LAN,74
Shadow Strike 645,Survival,PlayStation,Single Player,Simulation,Easy,6.9,2025,Rockstar,3D,Short,LAN,98
Battle Arena 646,Strategy,PlayStation,Single Player,Tactical,Medium,9.4,2024,Bethesda,Anime,Short,Solo,88
Fantasy Kings 647,Shooter,PC,Multiplayer,Simulation,Hard,8.5,2022,Nintendo,Realistic,Short,Solo,91
Mystic World 648,Simulation,Mobile,Multiplayer,Open World,Easy,8.7,2025,EA Sports,Realistic,Long,Casual,88
Battle Arena 649,Sports,Nintendo,Multiplayer,Story Based,Easy,9.1,2022,Epic Games,Anime,Medium,LAN,79
Hero Clash 650,RPG,Mobile,Single Player,Simulation,Hard,8.1,2022,Epic Games,Pixel,Medium,Solo,81
Survival Zone 651,Adventure,PC,Multiplayer,Open World,Medium,6.8,2023,CD Projekt,Realistic,Medium,LAN,91
Shadow Strike 652,Action,PC,Single Player,Tactical,Hard,8.3,2016,Epic Games,Cartoon,Short,Solo,73
Battle Arena 653,Action,PC,Single Player,Sandbox,Hard,8.4,2025,EA Sports,Anime,Long,Online Co-op,87
Shadow Strike 654,Racing,Xbox,Multiplayer,Battle Royale,Easy,9.0,2025,Rockstar,Realistic,Short,Competitive,85
Night Hunter 655,Survival,Nintendo,Multiplayer,Tactical,Easy,7.9,2023,Bethesda,3D,Medium,Online Co-op,77
Road Fury 656,Adventure,PlayStation,Single Player,Open World,Medium,6.9,2019,EA Sports,Cartoon,Medium,Solo,73
Night Hunter 657,Action,Xbox,Multiplayer,Sandbox,Medium,7.4,2019,Bethesda,Realistic,Long,Competitive,94
Dark Odyssey 658,Horror,Mobile,Multiplayer,Open World,Easy,7.7,2019,Bethesda,Cartoon,Short,Competitive,92
Mystic World 659,RPG,Mobile,Multiplayer,Open World,Hard,8.6,2021,Nintendo,Cartoon,Medium,Solo,81
Hero Clash 660,Adventure,Mobile,Multiplayer,Story Based,Hard,8.4,2022,Rockstar,Pixel,Long,Solo,71
Epic Champions 661,Simulation,Mobile,Single Player,Tactical,Easy,7.7,2021,Capcom,Cartoon,Short,LAN,73
Hero Clash 662,Racing,PC,Multiplayer,Story Based,Medium,9.8,2016,Epic Games,Pixel,Short,Solo,74
Fantasy Kings 663,Shooter,Xbox,Single Player,Open World,Easy,8.5,2023,Capcom,Anime,Medium,Casual,72
Night Hunter 664,Strategy,Mobile,Single Player,Open World,Easy,7.3,2025,Nintendo,Pixel,Medium,Solo,78
Road Fury 665,Racing,Nintendo,Multiplayer,Battle Royale,Hard,6.8,2022,Bethesda,3D,Short,Casual,98
Zombie Escape 666,Survival,Mobile,Multiplayer,Story Based,Easy,7.0,2021,CD Projekt,Realistic,Short,Solo,90
Battle Arena 667,Adventure,PlayStation,Single Player,Simulation,Hard,7.3,2021,Epic Games,Anime,Medium,LAN,87
Shadow Strike 668,Shooter,Nintendo,Multiplayer,Story Based,Hard,7.0,2020,Epic Games,Anime,Short,Casual,80
Dark Odyssey 669,RPG,PC,Single Player,Sandbox,Medium,7.1,2021,Rockstar,3D,Medium,Online Co-op,72
Fantasy Kings 670,Adventure,PlayStation,Multiplayer,Tactical,Medium,7.4,2024,Activision,Pixel,Short,Casual,99
Night Hunter 671,Strategy,Xbox,Single Player,Sandbox,Hard,7.1,2025,Ubisoft,Realistic,Medium,LAN,94
Night Hunter 672,Simulation,Mobile,Single Player,Story Based,Hard,9.5,2024,Ubisoft,Pixel,Long,Casual,92
Speed Legends 673,Shooter,Mobile,Multiplayer,Simulation,Easy,6.8,2025,Ubisoft,Cartoon,Medium,Solo,71
Speed Legends 674,Adventure,Nintendo,Single Player,Sandbox,Easy,8.2,2023,Activision,Pixel,Medium,Solo,78
Dark Odyssey 675,Horror,PC,Multiplayer,Battle Royale,Medium,7.9,2025,Rockstar,Anime,Long,LAN,83
Speed Legends 676,Action,PC,Multiplayer,Sandbox,Medium,9.7,2024,Activision,Realistic,Short,Competitive,73
